Area,Year,Pop,Bovine Production,Pig Production,Poultry Production,Bovine Price,Poultry Price,Pig Price,Emissions
Nigeria,1992,100161.71,210.0,113.0,162.0,7.47,11.76,6.78,42372.0275
Nigeria,1993,102700.753,244.0,117.0,165.0,14.56,22.67,12.83,43455.9095
Nigeria,1994,105293.7,264.0,122.0,168.0,13.4,21.7,16.62,44772.7163
Nigeria,1995,107948.335,267.0,131.0,169.0,24.74,30.41,24.1,45692.4185
Nigeria,1996,110668.794,280.0,135.0,170.0,28.57,39.06,26.57,47178.6398
Nigeria,1997,113457.663,294.0,140.0,171.0,30.33,37.31,19.24,49325.053
Nigeria,1998,116319.759,297.0,144.0,172.0,29.87,38.55,52.18,52175.9345
Nigeria,1999,119260.063,298.0,153.0,172.0,29.68,34.41,24.81,53034.0921
Nigeria,2000,122283.85,279.0,158.0,160.0,29.64,31.83,42.26,53772.0919
Nigeria,2001,125394.046,316.0,165.0,184.0,45.39,65.63,54.67,53786.1091
Nigeria,2002,128596.076,357.0,193.0,190.0,57.99,82.97,58.64,54253.2469
Nigeria,2003,131900.631,308.0,179.0,201.0,61.29,60.53,68.53,56008.6239
Nigeria,2004,135320.422,323.0,186.0,211.0,71.6,71.06,85.7,56876.4821
Nigeria,2005,138865.016,306.0,193.0,219.0,75.18,80.85,85.2,60374.2836
Nigeria,2006,142538.308,259.0,201.0,232.0,86.53,79.61,93.96,60702.6374
Nigeria,2007,146339.977,328.0,209.0,243.0,92.4,99.39,99.39,59709.6113
Nigeria,2008,150269.623,328.0,218.0,260.0,117.23,117.23,117.23,59908.3379
Nigeria,2009,154324.933,330.0,226.0,273.0,101.45,101.45,101.45,57773.2357
Nigeria,2010,158503.197,325.0,234.0,286.0,106.61,106.61,106.61,62293.9935
Nigeria,2011,162805.077,384.0,243.0,300.0,108.85,108.85,108.85,66470.6564
Nigeria,2012,167228.794,390.0,249.0,290.0,112.28,112.28,112.28,69521.5111
Nigeria,2013,171765.816,403.0,254.0,300.0,116.12,116.12,116.12,70939.9364
Nigeria,2014,176404.934,381.0,266.0,191.0,118.39,118.39,118.39,72289.3479
Nigeria,2015,181137.448,384.0,279.0,198.0,99.69,99.69,99.69,72939.6793
Nigeria,2016,185960.241,298.0,283.0,203.0,81.92,81.92,81.92,81819.5266
Nigeria,2017,190873.244,301.0,284.0,198.0,73.06,73.06,73.06,84905.6745
Nigeria,2018,195874.683,390.0,284.0,193.0,76.92,76.92,76.92,86278.0771
Peru,1991,22522.378,109.0,69.0,292.0,24.04,26.8,20.4,18283.5912
Peru,1992,22966.818,111.0,73.0,320.0,37.83,40.92,29.27,18124.3698
Peru,1993,23408.131,107.0,76.0,303.0,59.63,64.4,40.64,18333.9355
Peru,1994,23851.408,102.0,78.0,317.0,74.16,70.22,56.68,19227.9254
Peru,1995,24299.16,107.0,80.0,355.0,87.02,62.94,63.53,20181.0914
Peru,1996,24753.824,110.0,83.0,386.0,90.12,74.41,67.53,20573.4222
Peru,1997,25210.954,118.0,87.0,444.0,88.7,90.37,64.62,20789.7466
Peru,1998,25658.062,124.0,71.0,460.0,91.87,95.35,69.14,21433.1039
Peru,1999,26078.293,125.0,89.0,494.0,62.98,73.95,51.54,22808.7058
Peru,2000,26459.944,130.0,92.0,542.0,62.24,63.57,51.54,23126.3477
Peru,2001,26799.285,132.0,94.0,518.0,63.54,66.27,52.01,23237.7653
Peru,2002,27100.968,134.0,93.0,556.0,61.31,63.78,52.16,23891.1803
Peru,2003,27372.226,138.0,93.0,578.0,65.59,64.19,52.79,24179.305
Peru,2004,27624.213,146.0,98.0,579.0,62.05,72.29,53.25,24030.78
Peru,2005,27866.145,153.0,103.0,656.0,62.61,71.88,53.41,25109.0606
Peru,2006,28102.056,163.0,109.0,710.0,63.36,74.79,54.03,25128.487
Peru,2007,28333.052,163.0,115.0,770.0,65.22,75.41,54.5,25788.7017
Peru,2008,28562.317,163.0,115.0,877.0,70.25,86.83,59.17,26014.0952
Peru,2009,28792.655,165.0,115.0,964.0,76.08,89.87,64.06,26831.2692
Peru,2010,29027.674,172.0,116.0,1020.0,76.35,96.29,66.2,26775.3088
Peru,2011,29264.318,177.0,117.0,1085.0,79.12,97.1,78.7,26885.6909
Peru,2012,29506.788,184.0,121.0,1171.0,87.44,97.58,81.53,27042.7231
Peru,2013,29773.987,191.0,128.0,1203.0,90.16,98.74,92.02,26998.935
Peru,2014,30090.359,196.0,135.0,1317.0,97.53,99.22,94.61,26790.4194
Peru,2015,30470.734,196.0,143.0,1330.0,100.89,100.19,99.93,27079.042
Peru,2016,30926.032,193.0,149.0,1405.0,101.58,100.59,105.46,27340.9873
Peru,2017,31444.298,189.0,158.0,1465.0,103.08,100.47,108.43,27650.4241
Peru,2018,31989.26,190.0,162.0,1582.0,105.02,100.99,109.56,27463.4703
Philippines,1991,63454.786,127.0,845.0,288.0,37.33,49.0,34.29,47557.8636
Philippines,1992,65020.116,130.0,845.0,308.0,42.15,56.26,37.59,45678.0548
Philippines,1993,66593.904,137.0,881.0,366.0,42.67,53.92,36.26,47156.0459
Philippines,1994,68180.859,136.0,922.0,382.0,49.48,59.42,41.68,50866.7841
Philippines,1995,69784.088,147.0,970.0,421.0,44.77,49.85,45.2,52481.5565
Philippines,1996,71401.749,161.0,1037.0,478.0,47.34,50.69,48.99,55370.8086
Philippines,1997,73030.884,189.0,1086.0,520.0,47.05,51.29,50.49,55485.3114
Philippines,1998,74672.014,212.0,1124.0,515.0,47.29,58.38,49.92,48534.4971
Philippines,1999,76325.927,259.0,1172.0,520.0,46.99,56.69,52.28,57031.4573
Philippines,2000,77991.755,262.0,1213.0,557.0,52.48,61.11,52.85,57692.6313
Philippines,2001,79672.873,255.0,1266.0,612.0,54.55,63.96,53.58,58289.6325
Philippines,2002,81365.258,262.0,1332.0,652.0,55.18,61.25,52.47,58215.8351
Philippines,2003,83051.971,259.0,1385.0,660.0,56.14,62.65,52.62,58919.1362
Philippines,2004,84710.542,259.0,1366.0,683.0,62.98,70.83,69.58,60711.0105
Philippines,2005,86326.25,250.0,1415.0,672.0,68.66,74.81,73.47,59697.5413
Philippines,2006,87888.675,252.0,1565.0,684.0,71.89,77.12,71.03,59959.8172
Philippines,2007,89405.482,288.0,1617.0,778.0,71.37,85.97,73.07,61570.6207
Philippines,2008,90901.965,286.0,1606.0,845.0,78.72,84.64,84.2,62604.911
Philippines,2009,92414.158,288.0,1629.0,858.0,83.14,95.63,87.87,63611.9221
Philippines,2010,93966.78,300.0,1636.0,899.0,88.23,100.91,92.83,62609.3963
Philippines,2011,95570.05,301.0,1642.0,951.0,90.32,101.54,91.32,63148.0827
Philippines,2012,97212.643,295.0,1653.0,1018.0,91.0,102.24,90.48,64000.9817
Philippines,2013,98871.555,297.0,1681.0,1079.0,93.98,92.89,98.11,64749.4123
Philippines,2014,100513.142,301.0,1691.0,1152.0,97.52,97.09,103.0,65026.0329
Philippines,2015,102113.212,305.0,1776.0,1222.0,99.41,99.9,99.98,63923.2707
Philippines,2016,103663.816,312.0,1863.0,1263.0,103.07,103.01,97.02,63699.6574
Philippines,2017,105172.925,311.0,1837.0,1302.0,107.5,98.29,109.41,66969.5344
Philippines,2018,106651.394,311.0,1873.0,1380.0,116.03,106.73,118.48,66256.9283
Poland,1991,38082.948,663.0,1947.0,344.0,9.72,24.49,21.21,42250.277
Poland,1992,38197.587,544.0,2036.0,321.0,15.02,34.32,27.97,39647.3909
Poland,1993,38301.35,480.0,1903.0,302.0,21.17,47.1,35.63,37683.4711
Poland,1994,38389.467,421.0,1681.0,381.0,30.16,65.9,55.72,37637.5284
Poland,1995,38458.638,386.0,1962.0,384.0,38.96,73.85,56.09,36889.753
Poland,1996,38509.666,415.0,2064.0,443.0,44.12,89.45,65.42,35984.0591
Poland,1997,38544.841,429.0,1891.0,478.0,42.9,94.35,82.39,36947.9944
Poland,1998,38564.195,430.0,2026.0,524.0,41.99,91.05,75.13,35153.3508
Poland,1999,38567.854,385.0,2043.0,573.0,43.87,79.57,65.95,33895.0146
Poland,2000,38556.693,349.0,1923.0,589.0,48.59,86.06,80.13,32553.5553
Poland,2001,38529.582,316.0,1849.0,703.0,48.23,86.38,94.55,31583.1821
Poland,2002,38488.647,281.0,2023.0,823.0,45.53,74.56,77.74,31569.8969
Poland,2003,38441.824,317.0,2190.0,713.0,41.89,77.35,69.34,31434.2979
Poland,2004,38399.558,311.0,1956.0,796.0,56.76,85.41,90.85,30816.8347
Poland,2005,38368.949,310.0,1956.0,892.0,67.84,81.9,83.11,31664.1624
Poland,2006,38354.45,363.0,2098.0,919.0,67.72,71.14,77.34,32214.7663
Poland,2007,38353.338,380.0,2151.0,1022.0,66.11,90.22,75.32,32931.1496
Poland,2008,38356.786,393.0,1920.0,865.0,67.54,90.28,87.2,32261.0415
Poland,2009,38351.916,397.0,1736.0,1195.0,75.78,96.26,99.18,31349.7041
Poland,2010,38329.781,401.0,1895.0,1256.0,76.42,91.28,84.59,31977.0364
Poland,2011,38286.831,391.0,1936.0,1295.0,93.47,105.6,98.33,31420.7711
Poland,2012,38227.044,383.0,1849.0,1548.0,107.21,109.96,117.54,31512.0302
Poland,2013,38158.041,386.0,1745.0,1669.0,103.86,110.24,117.26,30982.8416
Poland,2014,38091.089,446.0,1865.0,1839.0,99.96,105.4,104.86,30761.5461
Poland,2015,38034.079,487.0,1976.0,1958.0,100.89,99.59,93.42,30959.982
Poland,2016,37989.22,512.0,2009.0,2234.0,99.15,95.01,101.73,31324.4653
Poland,2017,37953.18,569.0,2033.0,2325.0,106.43,95.86,109.82,31730.1226
Poland,2018,37921.592,584.0,2133.0,2509.0,110.23,99.11,97.35,31700.3389
Romania,1993,23256.956,252.0,761.0,301.0,0.81,2.73,1.58,21708.9243
Romania,1994,23115.811,258.0,775.0,260.0,1.65,6.87,3.52,21026.7778
Romania,1995,22964.754,202.0,673.0,286.0,2.69,9.58,5.04,19644.7786
Romania,1996,22805.703,177.0,631.0,293.0,3.73,13.27,6.9,19428.4556
Romania,1997,22637.604,185.0,667.0,254.0,8.4,32.83,15.69,19189.3323
Romania,1998,22466.286,150.0,617.0,267.0,14.3,55.35,22.63,18322.9031
Romania,1999,22298.125,153.0,595.0,269.0,14.26,57.36,20.04,17497.2717
Romania,2000,22137.419,162.0,502.0,259.0,19.89,69.44,36.59,16969.5464
Romania,2001,21989.35,145.0,460.0,284.0,36.4,115.32,75.49,16820.2207
Romania,2002,21853.273,156.0,476.0,340.0,62.23,140.57,74.38,16004.0723
Romania,2003,21720.407,185.0,533.0,344.0,55.05,137.48,59.98,16380.1475
Romania,2004,21577.885,162.0,374.0,303.0,43.8,80.07,71.43,17227.491
Romania,2005,21417.291,190.0,436.0,309.0,55.18,86.9,85.9,17256.5287
Romania,2006,21234.305,159.0,452.0,273.0,55.35,89.59,76.74,17081.7379
Romania,2007,21034.189,165.0,470.0,312.0,49.83,90.81,65.02,16993.6488
Romania,2008,20829.517,150.0,439.0,316.0,58.86,93.73,84.8,17420.0097
Romania,2009,20637.991,155.0,471.0,371.0,80.1,90.32,93.41,17023.4763
Romania,2010,20471.864,154.0,429.0,349.0,81.1,94.71,90.29,16608.0928
Romania,2011,20336.718,142.0,454.0,327.0,92.14,102.77,95.42,15085.2522
Romania,2012,20227.469,114.0,443.0,352.0,92.64,106.18,111.17,14551.996
Romania,2013,20132.776,96.0,396.0,323.0,100.33,122.29,112.82,15251.7876
Romania,2014,20035.93,108.0,460.0,397.0,99.67,100.81,106.41,15207.604
Romania,2015,19925.175,119.0,470.0,411.0,101.17,97.88,95.79,15572.7741
Romania,2016,19796.285,116.0,501.0,419.0,99.16,101.3,97.8,15704.5683
Romania,2017,19653.969,111.0,492.0,436.0,106.02,105.45,113.37,15804.1117
Romania,2018,19506.114,99.0,481.0,480.0,118.9,92.76,100.73,15628.3609
Russian Federation,1992,148268.581,3632.0,2784.0,1428.0,0.03,0.04,0.03,216897.0362
Russian Federation,1993,148373.58,3359.0,2432.0,1277.0,0.31,0.64,0.45,205251.3329
Russian Federation,1994,148349.441,3240.0,2103.0,1068.0,0.82,1.97,1.34,185587.7668
Russian Federation,1995,148227.466,2733.0,1865.0,859.0,2.78,5.77,4.36,166240.7729
Russian Federation,1996,148020.847,2630.0,1705.0,690.0,3.73,8.16,5.85,152648.5582
Russian Federation,1997,147730.019,2394.0,1546.0,630.0,4.51,10.29,7.49,136011.1334
Russian Federation,1998,147360.604,2247.0,1505.0,690.0,5.6,12.58,9.04,125312.5684
Russian Federation,1999,146915.915,1868.0,1485.0,748.0,13.31,23.89,16.74,114256.6705
Russian Federation,2000,146404.903,1894.0,1569.0,755.0,16.05,29.64,20.77,114036.4588
Russian Federation,2001,145830.721,1873.0,1498.0,862.0,22.45,38.89,32.27,115042.0088
Russian Federation,2002,145215.7,1957.0,1583.0,938.0,29.53,37.21,34.13,114333.9062
Russian Federation,2003,144610.882,1990.0,1706.0,1030.0,25.12,41.41,31.79,116590.4008
Russian Federation,2004,144080.643,1951.0,1643.0,1152.0,29.29,51.96,40.32,103921.8674
Russian Federation,2005,143672.116,1794.0,1520.0,1346.0,38.6,59.07,51.96,99613.6249
Russian Federation,2006,143403.256,1705.0,1641.0,1580.0,44.54,57.64,53.41,96797.9687
Russian Federation,2007,143266.212,1690.0,1873.0,1869.0,47.4,62.74,50.55,97418.5197
Russian Federation,2008,143248.764,1769.0,2042.0,2001.0,51.81,65.24,62.86,103772.1407
Russian Federation,2009,143326.913,1741.0,2169.0,2313.0,61.72,78.49,71.38,99256.7776
Russian Federation,2010,143479.274,1727.0,2331.0,2563.0,63.51,76.66,71.88,97385.219
Russian Federation,2011,143703.025,1625.0,2428.0,2895.0,73.77,78.95,78.72,97727.2274
Russian Federation,2012,143993.892,1642.0,2559.0,3299.0,82.97,79.86,85.79,97409.2176
Russian Federation,2013,144325.449,1633.0,2816.0,3457.0,81.87,78.68,73.87,96208.6947
Russian Federation,2014,144664.841,1654.0,2974.0,3770.0,84.46,92.13,96.96,98865.217
Russian Federation,2015,144985.057,1649.0,3099.0,4088.0,105.94,103.16,106.18,96491.6176
Russian Federation,2016,145275.383,1589.0,3355.0,4232.0,109.61,104.71,96.85,97552.2456
Russian Federation,2017,145530.082,1569.0,3516.0,4542.0,110.74,98.5,99.46,96648.3307
Russian Federation,2018,145734.038,1608.0,3744.0,4543.0,112.97,102.54,102.63,97161.2609
South Africa,1991,37718.95,665.0,113.0,503.0,12.69,21.98,17.02,33070.2322
South Africa,1992,38672.607,703.0,130.0,499.0,12.76,23.32,19.56,32456.5744
South Africa,1993,39633.75,694.0,120.0,527.0,13.47,27.1,20.14,32083.9574
South Africa,1994,40564.059,611.0,119.0,562.0,19.13,31.3,26.0,31338.6551
South Africa,1995,41435.758,508.0,127.0,604.0,19.22,33.7,24.33,31145.5115
South Africa,1996,42241.011,508.0,128.0,653.0,20.47,34.97,24.97,32669.5179
South Africa,1997,42987.461,502.0,125.0,696.0,21.19,40.09,32.14,33116.6845
South Africa,1998,43682.26,496.0,119.0,670.0,20.07,42.68,32.14,33839.1464
South Africa,1999,44338.543,512.0,123.0,711.0,20.56,37.65,31.18,33559.9958
South Africa,2000,44967.708,625.0,104.0,821.0,24.33,39.46,37.2,33537.8129
South Africa,2001,45571.274,525.0,111.0,898.0,25.6,44.85,38.54,32603.1894
South Africa,2002,46150.913,574.0,111.0,930.0,33.7,52.82,49.85,33830.7009
South Africa,2003,46719.196,610.0,134.0,905.0,35.98,54.29,46.99,32045.8452
South Africa,2004,47291.61,655.0,145.0,912.0,39.85,54.32,46.95,31419.8528
South Africa,2005,47880.601,705.0,147.0,955.0,42.45,54.19,45.6,32489.8426
South Africa,2006,48489.459,804.0,151.0,977.0,53.79,57.99,47.65,31403.9651
South Africa,2007,49119.759,805.0,225.0,1132.0,56.35,65.66,57.12,32363.2603
South Africa,2008,49779.471,783.0,296.0,1334.0,60.92,71.21,66.38,32781.3912
South Africa,2009,50477.011,771.0,313.0,1394.0,63.41,80.54,68.94,32978.8305
South Africa,2010,51216.964,848.0,204.0,1478.0,65.37,78.87,65.15,32854.2662
South Africa,2011,52003.755,829.0,203.0,1492.0,79.47,81.94,73.23,32638.9817
South Africa,2012,52832.658,844.0,211.0,1496.0,81.64,94.37,80.2,33201.6012
South Africa,2013,53687.121,953.0,216.0,1679.0,80.16,99.61,83.67,32259.1387
South Africa,2014,54544.186,1001.0,234.0,1724.0,89.77,95.92,92.72,32433.0529
South Africa,2015,55386.367,1073.0,237.0,1734.0,95.33,104.08,98.97,30937.767
South Africa,2016,56207.646,1090.0,240.0,1685.0,114.9,112.19,108.31,29611.9966
South Africa,2017,57009.756,1014.0,235.0,1665.0,139.74,108.27,122.09,31042.1992
South Africa,2018,57792.518,1003.0,265.0,1762.0,142.46,109.61,106.81,30383.9058
Spain,1991,39299.081,509.0,1877.0,880.0,78.22,50.48,144.07,38820.4772
Spain,1992,39410.857,539.0,1918.0,858.0,73.69,51.59,152.22,37353.9416
Spain,1993,39533.725,488.0,2089.0,836.0,89.86,55.34,131.99,37475.0958
Spain,1994,39660.069,484.0,2124.0,874.0,91.96,58.39,144.54,37694.3487
Spain,1995,39787.419,508.0,2175.0,924.0,85.95,50.27,162.27,37517.2557
Spain,1996,39908.959,565.0,2356.0,887.0,75.51,60.07,177.45,39821.9968
Spain,1997,40035.293,592.0,2401.0,906.0,79.58,56.82,185.89,40893.9642
Spain,1998,40201.56,651.0,2744.0,1051.0,83.31,54.68,134.28,42466.8142
Spain,1999,40454.47,661.0,2893.0,1002.0,83.06,45.97,123.28,42587.0107
Spain,2000,40824.754,651.0,2905.0,990.0,81.88,59.43,158.87,43228.4844
Spain,2001,41319.427,651.0,2989.0,1039.0,74.88,65.16,196.68,43413.957
Spain,2002,41919.585,679.0,3070.0,1226.0,86.38,67.81,134.4,43517.5423
Spain,2003,42596.453,706.0,3190.0,1227.0,84.84,76.4,125.46,44700.6437
Spain,2004,43308.345,714.0,3076.0,1133.0,81.06,78.32,135.91,44361.0904
Spain,2005,44019.123,715.0,3168.0,1146.0,85.13,81.34,139.95,42366.7577
Spain,2006,44728.565,670.0,3235.0,1139.0,98.06,88.78,118.97,42219.7633
Spain,2007,45429.076,620.0,3439.0,1221.0,96.13,99.42,108.17,43331.9541
Spain,2008,46068.811,658.0,3484.0,1187.0,94.53,93.56,118.46,39704.7358
Spain,2009,46583.565,598.0,3291.0,1295.0,97.22,91.93,114.12,40041.5785
Spain,2010,46931.015,607.0,3369.0,1245.0,93.78,89.22,115.22,40302.5437
Spain,2011,47084.24,604.0,3469.0,1355.0,101.09,105.38,126.18,38904.0273
Spain,2012,47063.06,591.0,3466.0,1368.0,111.69,114.18,138.11,38012.9305
Spain,2013,46930.555,581.0,3431.0,1329.0,118.54,110.39,142.04,38813.0583
Spain,2014,46777.925,585.0,3556.0,1368.0,103.79,104.48,131.26,40292.8389
Spain,2015,46671.926,626.0,3855.0,1374.0,97.37,101.17,84.35,41387.3578
Spain,2016,46634.14,637.0,4181.0,1518.0,98.84,94.35,84.39,41337.6665
Spain,2017,46647.428,644.0,4299.0,1515.0,103.97,105.9,93.31,41934.1863
Spain,2018,46692.858,669.0,4530.0,1622.0,102.55,105.86,84.75,41583.522
Thailand,1991,57232.465,320.0,515.0,873.0,22.6,61.73,43.24,70774.1365
Thailand,1992,57811.021,390.0,493.0,1040.0,22.77,55.83,45.13,72360.0434
Thailand,1993,58337.773,404.0,501.0,1056.0,21.21,57.47,34.24,73115.0657
Thailand,1994,58875.269,377.0,562.0,996.0,21.27,63.76,38.57,73193.1849
Thailand,1995,59467.274,359.0,548.0,1007.0,21.45,69.8,51.58,71067.8729
Thailand,1996,60130.186,323.0,521.0,1044.0,22.96,67.82,57.02,70209.039
Thailand,1997,60846.582,285.0,537.0,1057.0,26.1,70.1,55.77,71200.82
Thailand,1998,61585.103,253.0,524.0,1210.0,27.16,81.21,54.03,67811.8928
Thailand,1999,62298.571,230.0,509.0,1181.0,30.81,72.71,61.1,69347.9563
Thailand,2000,62952.642,202.0,693.0,1149.0,37.85,66.6,48.84,67623.1848
Thailand,2001,63539.196,150.0,702.0,1242.0,41.55,74.61,52.59,68974.1234
Thailand,2002,64069.087,143.0,787.0,1274.0,44.8,66.48,54.53,67926.6286
Thailand,2003,64549.866,145.0,867.0,1337.0,50.06,68.25,47.61,72047.5
Thailand,2004,64995.299,153.0,872.0,954.0,52.51,71.82,64.49,71470.7746
Thailand,2005,65416.189,155.0,894.0,1093.0,50.56,90.99,71.43,72500.9582
Thailand,2006,65812.536,163.0,935.0,1155.0,52.38,79.99,67.85,72878.5034
Thailand,2007,66182.067,183.0,1041.0,1193.0,45.57,85.36,55.28,77634.6257
Thailand,2008,66530.984,205.0,903.0,1235.0,38.59,94.49,76.86,77223.6906
Thailand,2009,66866.839,211.0,809.0,1232.0,38.12,96.7,82.01,80879.5145
Thailand,2010,67195.028,223.0,862.0,1301.0,37.98,108.46,86.5,84922.4013
Thailand,2011,67518.388,207.0,880.0,1334.0,43.62,118.68,94.47,83648.2097
Thailand,2012,67835.962,210.0,886.0,1410.0,50.68,106.56,81.69,83224.8699
Thailand,2013,68144.518,195.0,891.0,1470.0,61.69,109.65,94.2,80943.1748
Thailand,2014,68438.746,162.0,949.0,1814.0,87.32,108.13,108.23,74625.3622
Thailand,2015,68714.511,170.0,955.0,1768.0,107.17,97.2,95.25,68729.3922
Thailand,2016,68971.308,166.0,1005.0,1783.0,105.5,94.67,96.52,73730.9466
Thailand,2017,69209.81,173.0,994.0,1788.0,84.45,94.52,85.06,75328.3478
Thailand,2018,69428.453,168.0,999.0,1780.0,83.84,87.21,80.26,73596.4368
Turkey,1991,54840.59,348.0,0.0,414.0,0.09,0.21,0.13,41856.7447
Turkey,1992,55748.948,309.0,0.0,439.0,0.1,0.38,0.25,43032.2076
Turkey,1993,56653.804,303.0,0.0,460.0,0.17,0.56,0.36,43620.4949
Turkey,1994,57564.204,325.0,0.0,490.0,0.34,0.99,0.47,40892.782
Turkey,1995,58486.456,299.0,0.0,506.0,0.88,0.84,0.85,40356.6916
Turkey,1996,59423.282,305.0,1.0,436.0,1.19,1.39,2.19,40362.0706
Turkey,1997,60372.568,385.0,0.0,486.0,1.7,2.7,4.39,40185.3978
Turkey,1998,61329.676,364.0,0.0,510.0,3.88,5.14,6.43,40303.7458
Turkey,1999,62287.397,355.0,0.0,615.0,8.78,6.61,9.92,39899.7592
Turkey,2000,63240.194,359.0,0.0,661.0,11.82,9.09,21.34,39335.8935
Turkey,2001,64192.243,334.0,0.0,631.0,14.93,9.61,12.41,36511.1313
Turkey,2002,65145.367,329.0,0.0,711.0,18.93,18.64,23.39,35909.6484
Turkey,2003,66089.402,292.0,0.0,886.0,23.58,20.42,35.08,35730.3319
Turkey,2004,67010.93,367.0,0.0,894.0,30.87,21.98,47.43,35420.2673
Turkey,2005,67903.469,323.0,0.0,953.0,35.55,22.49,48.12,36071.6739
Turkey,2006,68756.81,342.0,0.0,933.0,38.26,25.18,51.73,37060.5376
Turkey,2007,69581.848,434.0,0.0,1083.0,41.99,33.42,55.76,36681.1626
Turkey,2008,70418.604,372.0,0.0,1101.0,46.69,34.16,62.49,35328.4167
Turkey,2009,71321.399,326.0,0.0,1309.0,50.97,44.25,63.74,37015.194
Turkey,2010,72326.988,622.0,0.0,1457.0,79.53,45.51,76.53,35827.4489
Turkey,2011,73443.25,647.0,0.0,1627.0,86.89,89.06,79.94,36708.8123
Turkey,2012,74651.05,801.0,0.0,1736.0,79.66,95.75,84.17,40202.8554
Turkey,2013,75925.462,870.0,0.0,1772.0,68.69,94.31,83.05,44208.4883
Turkey,2014,77229.256,883.0,0.0,1946.0,75.15,94.24,92.09,44828.7974
Turkey,2015,78529.409,1015.0,0.0,1965.0,99.94,94.51,102.4,45631.9883
Turkey,2016,79827.871,1060.0,0.0,1928.0,124.91,111.26,105.51,47502.2713
Turkey,2017,81116.45,989.0,0.0,2192.0,149.64,121.45,118.24,47173.3118
Turkey,2018,82340.088,1004.0,0.0,2229.0,172.93,147.52,132.01,49330.4626
Ukraine,1994,51147.773,1427.0,916.0,264.0,0.65,1.29,0.87,75690.2419
Ukraine,1995,50903.785,1186.0,807.0,235.0,2.77,5.85,3.92,69419.0199
Ukraine,1996,50580.475,1048.0,789.0,218.0,4.5,9.19,6.48,61686.8878
Ukraine,1997,50187.276,930.0,710.0,186.0,4.78,11.3,8.01,55903.072
Ukraine,1998,49746.523,793.0,668.0,200.0,6.71,13.61,11.74,47990.3528
Ukraine,1999,49288.734,791.0,656.0,204.0,8.1,16.28,11.99,44430.0286
Ukraine,2000,48838.065,754.0,676.0,193.0,11.2,20.92,14.51,41638.1894
Ukraine,2001,48401.656,646.0,591.0,239.0,19.3,26.21,27.79,38975.4521
Ukraine,2002,47980.039,704.0,599.0,300.0,15.79,23.31,23.08,39502.0481
Ukraine,2003,47582.461,723.0,631.0,324.0,14.8,23.28,19.3,38141.7954
Ukraine,2004,47217.493,618.0,559.0,375.0,23.57,25.81,32.45,34668.7632
Ukraine,2005,46890.772,562.0,494.0,497.0,31.83,33.82,45.86,32286.9692
Ukraine,2006,46607.395,568.0,526.0,589.0,28.63,31.45,37.95,31418.7992
Ukraine,2007,46366.353,546.0,635.0,692.0,31.67,32.58,34.32,30854.2393
Ukraine,2008,46158.711,480.0,590.0,799.0,50.92,48.73,59.42,31138.3759
Ukraine,2009,45970.941,454.0,527.0,897.0,47.11,49.86,63.82,28549.9837
Ukraine,2010,45792.09,428.0,631.0,956.0,50.92,54.46,56.49,28597.5513
Ukraine,2011,45619.844,399.0,704.0,998.0,65.42,58.53,61.85,29539.1773
Ukraine,2012,45453.806,389.0,701.0,1077.0,67.91,65.46,72.8,28944.7581
Ukraine,2013,45286.983,428.0,748.0,1171.0,58.13,63.17,71.42,30849.5493
Ukraine,2014,45111.532,413.0,743.0,1194.0,73.78,77.88,83.18,30103.2894
Ukraine,2015,44921.639,384.0,760.0,1173.0,111.93,110.33,109.4,28193.6416
Ukraine,2016,44713.702,376.0,748.0,1193.0,114.29,111.79,107.42,28821.8953
Ukraine,2017,44487.709,364.0,736.0,1211.0,196.55,146.77,150.66,29303.9315
Ukraine,2018,44246.156,359.0,703.0,1287.0,166.64,149.99,174.57,29270.7639
United States of America,1991,254539.37,10534.0,7258.0,11324.0,52.18,56.16,81.29,364920.2282
United States of America,1992,256990.613,10612.0,7817.0,12008.0,51.17,57.98,68.9,372233.5171
United States of America,1993,259532.129,10584.0,7751.0,12440.0,52.12,62.03,74.83,373342.3546
United States of America,1994,262241.196,11194.0,8027.0,13247.0,47.85,63.85,66.12,383232.3419
United States of America,1995,265163.745,11585.0,8097.0,13827.0,44.34,62.7,67.09,381888.6201
United States of America,1996,268335.003,11749.0,7764.0,14567.0,42.55,69.48,88.28,385783.9144
United States of America,1997,271713.635,11714.0,7835.0,14999.0,45.28,68.73,88.58,384396.444
United States of America,1998,275175.301,11803.0,8623.0,15178.0,42.77,71.63,56.95,382459.4966
United States of America,1999,278548.15,12123.0,8758.0,16039.0,45.51,67.66,53.49,379955.1494
United States of America,2000,281710.909,12298.0,8597.0,16416.0,49.22,62.03,71.07,374275.2543
United States of America,2001,284607.993,11982.0,8691.0,16813.0,51.17,71.13,73.03,372289.566
United States of America,2002,287279.318,12427.0,8929.0,17077.0,47.72,56.49,55.15,371593.604
United States of America,2003,289815.562,12039.0,9056.0,17276.0,57.19,63.85,62.13,375755.6427
United States of America,2004,292354.658,11135.0,9303.0,18004.0,61.59,82.05,84.82,377166.1294
United States of America,2005,294993.511,11196.0,9383.0,18623.0,64.39,80.23,82.12,376574.4615
United States of America,2006,297758.969,11863.0,9550.0,18882.0,62.57,65.67,76.18,379899.4492
